as_of,target,target_end_date,location,location_name,observation,weekly_rate
11/19/2025,wk inc flu hosp,8/16/2025,US,US,768,0.225808641
11/19/2025,wk inc flu hosp,8/23/2025,US,US,777,0.228454836
11/19/2025,wk inc flu hosp,8/30/2025,US,US,881,0.25903309
11/19/2025,wk inc flu hosp,9/6/2025,US,US,945,0.277850476
11/19/2025,wk inc flu hosp,9/13/2025,US,US,993,0.291963516
11/19/2025,wk inc flu hosp,9/20/2025,US,US,868,0.255210808
11/19/2025,wk inc flu hosp,9/27/2025,US,US,987,0.290199386
11/19/2025,wk inc flu hosp,10/4/2025,US,US,950,0.279320585
11/19/2025,wk inc flu hosp,10/11/2025,US,US,970,0.285201018
11/19/2025,wk inc flu hosp,10/18/2025,US,US,1073,0.31548525
11/19/2025,wk inc flu hosp,10/25/2025,US,US,1136,0.334008615
11/19/2025,wk inc flu hosp,11/1/2025,US,US,1297,0.381346103
11/19/2025,wk inc flu hosp,11/8/2025,US,US,1672,0.491604229
11/19/2025,wk inc flu hosp,11/15/2025,US,US,2170,0.63802702
11/26/2025,wk inc flu hosp,2/5/2022,US,US,1091,0.32077764
11/26/2025,wk inc flu hosp,2/12/2022,US,US,1158,0.340477092
11/26/2025,wk inc flu hosp,2/19/2022,US,US,1490,0.438092285
11/26/2025,wk inc flu hosp,2/26/2022,US,US,1603,0.471316734
11/26/2025,wk inc flu hosp,3/5/2022,US,US,1791,0.526592807
11/26/2025,wk inc flu hosp,3/12/2022,US,US,2086,0.613329199
11/26/2025,wk inc flu hosp,3/19/2022,US,US,2610,0.767396554
11/26/2025,wk inc flu hosp,3/26/2022,US,US,2912,0.856191097
11/26/2025,wk inc flu hosp,4/2/2022,US,US,3000,0.882065004
11/26/2025,wk inc flu hosp,4/9/2022,US,US,3128,0.919699778
11/26/2025,wk inc flu hosp,4/16/2022,US,US,3292,0.967919331
11/26/2025,wk inc flu hosp,4/23/2022,US,US,3450,1.014374755
11/26/2025,wk inc flu hosp,4/30/2022,US,US,3174,0.933224774
11/26/2025,wk inc flu hosp,5/7/2022,US,US,3162,0.929696514
11/26/2025,wk inc flu hosp,5/14/2022,US,US,3112,0.914995431
11/26/2025,wk inc flu hosp,5/21/2022,US,US,3118,0.916759561
11/26/2025,wk inc flu hosp,5/28/2022,US,US,2729,0.802385132
11/26/2025,wk inc flu hosp,6/4/2022,US,US,2676,0.786801984
11/26/2025,wk inc flu hosp,6/11/2022,US,US,2201,0.647141691
11/26/2025,wk inc flu hosp,6/18/2022,US,US,1775,0.521888461
11/26/2025,wk inc flu hosp,6/25/2022,US,US,1365,0.401339577
11/26/2025,wk inc flu hosp,7/2/2022,US,US,1073,0.31548525
11/26/2025,wk inc flu hosp,7/9/2022,US,US,776,0.228160814
11/26/2025,wk inc flu hosp,7/16/2022,US,US,766,0.225220598
11/26/2025,wk inc flu hosp,7/23/2022,US,US,627,0.184351586
11/26/2025,wk inc flu hosp,7/30/2022,US,US,522,0.153479311
11/26/2025,wk inc flu hosp,8/6/2022,US,US,486,0.142894531
11/26/2025,wk inc flu hosp,8/13/2022,US,US,489,0.143776596
11/26/2025,wk inc flu hosp,8/20/2022,US,US,483,0.142012466
11/26/2025,wk inc flu hosp,8/27/2022,US,US,482,0.141718444
11/26/2025,wk inc flu hosp,9/3/2022,US,US,545,0.160241809
11/26/2025,wk inc flu hosp,9/10/2022,US,US,576,0.169356481
11/26/2025,wk inc flu hosp,9/17/2022,US,US,665,0.195524409
11/26/2025,wk inc flu hosp,9/24/2022,US,US,795,0.233747226
11/26/2025,wk inc flu hosp,10/1/2022,US,US,921,0.270793956
11/26/2025,wk inc flu hosp,10/8/2022,US,US,1306,0.383992298
11/26/2025,wk inc flu hosp,10/15/2022,US,US,1670,0.491016186
11/26/2025,wk inc flu hosp,10/22/2022,US,US,2270,0.667429186
11/26/2025,wk inc flu hosp,10/29/2022,US,US,4178,1.228422529
11/26/2025,wk inc flu hosp,11/5/2022,US,US,6397,1.88085661
11/26/2025,wk inc flu hosp,11/12/2022,US,US,8574,2.520941782
11/26/2025,wk inc flu hosp,11/19/2022,US,US,10931,3.213950853
11/26/2025,wk inc flu hosp,11/26/2022,US,US,18145,5.335023166
11/26/2025,wk inc flu hosp,12/3/2022,US,US,26812,7.883308963
11/26/2025,wk inc flu hosp,12/10/2022,US,US,23999,7.056226011
11/26/2025,wk inc flu hosp,12/17/2022,US,US,21566,6.340871292
11/26/2025,wk inc flu hosp,12/24/2022,US,US,19605,5.764294801
11/26/2025,wk inc flu hosp,12/31/2022,US,US,19455,5.720191551
11/26/2025,wk inc flu hosp,1/7/2023,US,US,14059,4.133650631
11/26/2025,wk inc flu hosp,1/14/2023,US,US,7178,2.110487533
11/26/2025,wk inc flu hosp,1/21/2023,US,US,4487,1.319275224
11/26/2025,wk inc flu hosp,1/28/2023,US,US,3091,0.908820976
11/26/2025,wk inc flu hosp,2/4/2023,US,US,2594,0.762692207
11/26/2025,wk inc flu hosp,2/11/2023,US,US,2175,0.639497128
11/26/2025,wk inc flu hosp,2/18/2023,US,US,1906,0.560405299
11/26/2025,wk inc flu hosp,2/25/2023,US,US,1647,0.484253687
11/26/2025,wk inc flu hosp,3/4/2023,US,US,1501,0.441326524
11/26/2025,wk inc flu hosp,3/11/2023,US,US,1371,0.403103707
11/26/2025,wk inc flu hosp,3/18/2023,US,US,1411,0.414864574
11/26/2025,wk inc flu hosp,3/25/2023,US,US,1329,0.390754797
11/26/2025,wk inc flu hosp,4/1/2023,US,US,1294,0.380464038
11/26/2025,wk inc flu hosp,4/8/2023,US,US,1198,0.352237958
11/26/2025,wk inc flu hosp,4/15/2023,US,US,1077,0.316661336
11/26/2025,wk inc flu hosp,4/22/2023,US,US,980,0.288141235
11/26/2025,wk inc flu hosp,4/29/2023,US,US,903,0.265501566
11/26/2025,wk inc flu hosp,5/6/2023,US,US,992,0.291669495
11/26/2025,wk inc flu hosp,5/13/2023,US,US,978,0.287553191
11/26/2025,wk inc flu hosp,5/20/2023,US,US,1116,0.328128181
11/26/2025,wk inc flu hosp,5/27/2023,US,US,973,0.286083083
11/26/2025,wk inc flu hosp,6/3/2023,US,US,939,0.276086346
11/26/2025,wk inc flu hosp,6/10/2023,US,US,935,0.27491026
11/26/2025,wk inc flu hosp,6/17/2023,US,US,873,0.256680916
11/26/2025,wk inc flu hosp,6/24/2023,US,US,813,0.239039616
11/26/2025,wk inc flu hosp,7/1/2023,US,US,836,0.245802114
11/26/2025,wk inc flu hosp,7/8/2023,US,US,699,0.205521146
11/26/2025,wk inc flu hosp,7/15/2023,US,US,736,0.216399948
11/26/2025,wk inc flu hosp,7/22/2023,US,US,645,0.189643976
11/26/2025,wk inc flu hosp,7/29/2023,US,US,768,0.225808641
11/26/2025,wk inc flu hosp,8/5/2023,US,US,687,0.201992886
11/26/2025,wk inc flu hosp,8/12/2023,US,US,703,0.206697233
11/26/2025,wk inc flu hosp,8/19/2023,US,US,738,0.216987991
11/26/2025,wk inc flu hosp,8/26/2023,US,US,792,0.232865161
11/26/2025,wk inc flu hosp,9/2/2023,US,US,875,0.25726896
11/26/2025,wk inc flu hosp,9/9/2023,US,US,803,0.236099399
11/26/2025,wk inc flu hosp,9/16/2023,US,US,821,0.241391789
11/26/2025,wk inc flu hosp,9/23/2023,US,US,880,0.258739068
11/26/2025,wk inc flu hosp,9/30/2023,US,US,1025,0.30137221
11/26/2025,wk inc flu hosp,10/7/2023,US,US,1108,0.325776008
11/26/2025,wk inc flu hosp,10/14/2023,US,US,1214,0.356942305
11/26/2025,wk inc flu hosp,10/21/2023,US,US,1465,0.430741744
11/26/2025,wk inc flu hosp,10/28/2023,US,US,1613,0.47425695
11/26/2025,wk inc flu hosp,11/4/2023,US,US,2011,0.591277574
11/26/2025,wk inc flu hosp,11/11/2023,US,US,2775,0.815910129
11/26/2025,wk inc flu hosp,11/18/2023,US,US,3491,1.026429643
11/26/2025,wk inc flu hosp,11/25/2023,US,US,4384,1.288990993
11/26/2025,wk inc flu hosp,12/2/2023,US,US,5947,1.74854686
11/26/2025,wk inc flu hosp,12/9/2023,US,US,7487,2.201340228
11/26/2025,wk inc flu hosp,12/16/2023,US,US,10268,3.019014487
11/26/2025,wk inc flu hosp,12/23/2023,US,US,15711,4.619374426
11/26/2025,wk inc flu hosp,12/30/2023,US,US,21670,6.371449546
11/26/2025,wk inc flu hosp,1/6/2024,US,US,19508,5.7357747
11/26/2025,wk inc flu hosp,1/13/2024,US,US,15889,4.671710283
11/26/2025,wk inc flu hosp,1/20/2024,US,US,13291,3.90784199
11/26/2025,wk inc flu hosp,1/27/2024,US,US,12984,3.817577337
11/26/2025,wk inc flu hosp,2/3/2024,US,US,11957,3.515617084
11/26/2025,wk inc flu hosp,2/10/2024,US,US,11626,3.418295912
11/26/2025,wk inc flu hosp,2/17/2024,US,US,11115,3.26805084
11/26/2025,wk inc flu hosp,2/24/2024,US,US,10856,3.191899228
11/26/2025,wk inc flu hosp,3/2/2024,US,US,10803,3.17631608
11/26/2025,wk inc flu hosp,3/9/2024,US,US,9411,2.767037918
11/26/2025,wk inc flu hosp,3/16/2024,US,US,7320,2.15223861
11/26/2025,wk inc flu hosp,3/23/2024,US,US,6046,1.777655005
11/26/2025,wk inc flu hosp,3/30/2024,US,US,5574,1.638876777
11/26/2025,wk inc flu hosp,4/6/2024,US,US,5068,1.490101813
11/26/2025,wk inc flu hosp,4/13/2024,US,US,4072,1.197256232
11/26/2025,wk inc flu hosp,4/20/2024,US,US,2942,0.865011747
11/26/2025,wk inc flu hosp,4/27/2024,US,US,2420,0.711532437
11/26/2025,wk inc flu hosp,5/4/2024,US,US,1485,0.436622177
11/26/2025,wk inc flu hosp,5/11/2024,US,US,852,0.250506461
11/26/2025,wk inc flu hosp,5/18/2024,US,US,681,0.200228756
11/26/2025,wk inc flu hosp,5/25/2024,US,US,610,0.179353217
11/26/2025,wk inc flu hosp,6/1/2024,US,US,590,0.173472784
11/26/2025,wk inc flu hosp,6/8/2024,US,US,511,0.150245072
11/26/2025,wk inc flu hosp,6/15/2024,US,US,517,0.152009202
11/26/2025,wk inc flu hosp,6/22/2024,US,US,441,0.129663556
11/26/2025,wk inc flu hosp,6/29/2024,US,US,356,0.104671714
11/26/2025,wk inc flu hosp,7/6/2024,US,US,341,0.100261389
11/26/2025,wk inc flu hosp,7/13/2024,US,US,367,0.107905952
11/26/2025,wk inc flu hosp,7/20/2024,US,US,324,0.09526302
11/26/2025,wk inc flu hosp,7/27/2024,US,US,273,0.080267915
11/26/2025,wk inc flu hosp,8/3/2024,US,US,275,0.080855959
11/26/2025,wk inc flu hosp,8/10/2024,US,US,275,0.080855959
11/26/2025,wk inc flu hosp,8/17/2024,US,US,273,0.080267915
11/26/2025,wk inc flu hosp,8/24/2024,US,US,274,0.080561937
11/26/2025,wk inc flu hosp,8/31/2024,US,US,259,0.076151612
11/26/2025,wk inc flu hosp,9/7/2024,US,US,223,0.065566832
11/26/2025,wk inc flu hosp,9/14/2024,US,US,319,0.093792912
11/26/2025,wk inc flu hosp,9/21/2024,US,US,293,0.086148349
11/26/2025,wk inc flu hosp,9/28/2024,US,US,223,0.065566832
11/26/2025,wk inc flu hosp,10/5/2024,US,US,286,0.084090197
11/26/2025,wk inc flu hosp,10/12/2024,US,US,295,0.086736392
11/26/2025,wk inc flu hosp,10/19/2024,US,US,556,0.163476047
11/26/2025,wk inc flu hosp,10/26/2024,US,US,1087,0.319601553
11/26/2025,wk inc flu hosp,11/2/2024,US,US,1009,0.296667863
11/26/2025,wk inc flu hosp,11/9/2024,US,US,2161,0.635380825
11/26/2025,wk inc flu hosp,11/16/2024,US,US,2608,0.76680851
11/26/2025,wk inc flu hosp,11/23/2024,US,US,3275,0.962920963
11/26/2025,wk inc flu hosp,11/30/2024,US,US,4435,1.303986098
11/26/2025,wk inc flu hosp,12/7/2024,US,US,6513,1.914963124
11/26/2025,wk inc flu hosp,12/14/2024,US,US,9587,2.818785731
11/26/2025,wk inc flu hosp,12/21/2024,US,US,16109,4.73639505
11/26/2025,wk inc flu hosp,12/28/2024,US,US,28633,8.41872242
11/26/2025,wk inc flu hosp,1/4/2025,US,US,39609,11.64590425
11/26/2025,wk inc flu hosp,1/11/2025,US,US,31790,9.346948826
11/26/2025,wk inc flu hosp,1/18/2025,US,US,33631,9.888242717
11/26/2025,wk inc flu hosp,1/25/2025,US,US,41363,12.16161825
11/26/2025,wk inc flu hosp,2/1/2025,US,US,52470,15.42731692
11/26/2025,wk inc flu hosp,2/8/2025,US,US,55486,16.31408627
11/26/2025,wk inc flu hosp,2/15/2025,US,US,47782,14.04894334
11/26/2025,wk inc flu hosp,2/22/2025,US,US,39280,11.54917112
11/26/2025,wk inc flu hosp,3/1/2025,US,US,31897,9.378409144
11/26/2025,wk inc flu hosp,3/8/2025,US,US,24688,7.25880694
11/26/2025,wk inc flu hosp,3/15/2025,US,US,18857,5.544366594
11/26/2025,wk inc flu hosp,3/22/2025,US,US,14033,4.126006067
11/26/2025,wk inc flu hosp,3/29/2025,US,US,9960,2.928455813
11/26/2025,wk inc flu hosp,4/5/2025,US,US,6972,2.049919069
11/26/2025,wk inc flu hosp,4/12/2025,US,US,5056,1.486573553
11/26/2025,wk inc flu hosp,4/19/2025,US,US,3965,1.165795914
11/26/2025,wk inc flu hosp,4/26/2025,US,US,3306,0.972035634
11/26/2025,wk inc flu hosp,5/3/2025,US,US,2538,0.746226993
11/26/2025,wk inc flu hosp,5/10/2025,US,US,2180,0.640967236
11/26/2025,wk inc flu hosp,5/17/2025,US,US,1897,0.557759104
11/26/2025,wk inc flu hosp,5/24/2025,US,US,1740,0.511597702
11/26/2025,wk inc flu hosp,5/31/2025,US,US,1846,0.542763999
11/26/2025,wk inc flu hosp,6/7/2025,US,US,1525,0.448383044
11/26/2025,wk inc flu hosp,6/14/2025,US,US,1512,0.444560762
11/26/2025,wk inc flu hosp,6/21/2025,US,US,1360,0.399869468
11/26/2025,wk inc flu hosp,6/28/2025,US,US,1154,0.339301005
11/26/2025,wk inc flu hosp,7/5/2025,US,US,999,0.293727646
11/26/2025,wk inc flu hosp,7/12/2025,US,US,968,0.284612975
11/26/2025,wk inc flu hosp,7/19/2025,US,US,857,0.251976569
11/26/2025,wk inc flu hosp,7/26/2025,US,US,881,0.25903309
11/26/2025,wk inc flu hosp,8/2/2025,US,US,795,0.233747226
11/26/2025,wk inc flu hosp,8/9/2025,US,US,752,0.221104294
11/26/2025,wk inc flu hosp,8/16/2025,US,US,771,0.226690706
11/26/2025,wk inc flu hosp,8/23/2025,US,US,785,0.230807009
11/26/2025,wk inc flu hosp,8/30/2025,US,US,886,0.260503198
11/26/2025,wk inc flu hosp,9/6/2025,US,US,948,0.278732541
11/26/2025,wk inc flu hosp,9/13/2025,US,US,998,0.293433625
11/26/2025,wk inc flu hosp,9/20/2025,US,US,875,0.25726896
11/26/2025,wk inc flu hosp,9/27/2025,US,US,1000,0.294021668
11/26/2025,wk inc flu hosp,10/4/2025,US,US,956,0.281084715
11/26/2025,wk inc flu hosp,10/11/2025,US,US,978,0.287553191
11/26/2025,wk inc flu hosp,10/18/2025,US,US,1084,0.318719488
11/26/2025,wk inc flu hosp,10/25/2025,US,US,1147,0.337242853
11/26/2025,wk inc flu hosp,11/1/2025,US,US,1307,0.38428632
11/26/2025,wk inc flu hosp,11/8/2025,US,US,1705,0.501306944
11/26/2025,wk inc flu hosp,11/15/2025,US,US,2352,0.691538963
11/26/2025,wk inc flu hosp,11/22/2025,US,US,3264,0.959686724
12/10/2025,wk inc flu hosp,2/5/2022,US,US,1091,0.32077764
12/10/2025,wk inc flu hosp,2/12/2022,US,US,1158,0.340477092
12/10/2025,wk inc flu hosp,2/19/2022,US,US,1490,0.438092285
12/10/2025,wk inc flu hosp,2/26/2022,US,US,1603,0.471316734
12/10/2025,wk inc flu hosp,3/5/2022,US,US,1791,0.526592807
12/10/2025,wk inc flu hosp,3/12/2022,US,US,2086,0.613329199
12/10/2025,wk inc flu hosp,3/19/2022,US,US,2610,0.767396554
12/10/2025,wk inc flu hosp,3/26/2022,US,US,2912,0.856191097
12/10/2025,wk inc flu hosp,4/2/2022,US,US,3000,0.882065004
12/10/2025,wk inc flu hosp,4/9/2022,US,US,3128,0.919699778
12/10/2025,wk inc flu hosp,4/16/2022,US,US,3292,0.967919331
12/10/2025,wk inc flu hosp,4/23/2022,US,US,3450,1.014374755
12/10/2025,wk inc flu hosp,4/30/2022,US,US,3174,0.933224774
12/10/2025,wk inc flu hosp,5/7/2022,US,US,3162,0.929696514
12/10/2025,wk inc flu hosp,5/14/2022,US,US,3112,0.914995431
12/10/2025,wk inc flu hosp,5/21/2022,US,US,3118,0.916759561
12/10/2025,wk inc flu hosp,5/28/2022,US,US,2729,0.802385132
12/10/2025,wk inc flu hosp,6/4/2022,US,US,2676,0.786801984
12/10/2025,wk inc flu hosp,6/11/2022,US,US,2201,0.647141691
12/10/2025,wk inc flu hosp,6/18/2022,US,US,1775,0.521888461
12/10/2025,wk inc flu hosp,6/25/2022,US,US,1365,0.401339577
12/10/2025,wk inc flu hosp,7/2/2022,US,US,1073,0.31548525
12/10/2025,wk inc flu hosp,7/9/2022,US,US,776,0.228160814
12/10/2025,wk inc flu hosp,7/16/2022,US,US,766,0.225220598
12/10/2025,wk inc flu hosp,7/23/2022,US,US,627,0.184351586
12/10/2025,wk inc flu hosp,7/30/2022,US,US,522,0.153479311
12/10/2025,wk inc flu hosp,8/6/2022,US,US,486,0.142894531
12/10/2025,wk inc flu hosp,8/13/2022,US,US,489,0.143776596
12/10/2025,wk inc flu hosp,8/20/2022,US,US,483,0.142012466
12/10/2025,wk inc flu hosp,8/27/2022,US,US,482,0.141718444
12/10/2025,wk inc flu hosp,9/3/2022,US,US,545,0.160241809
12/10/2025,wk inc flu hosp,9/10/2022,US,US,576,0.169356481
12/10/2025,wk inc flu hosp,9/17/2022,US,US,665,0.195524409
12/10/2025,wk inc flu hosp,9/24/2022,US,US,795,0.233747226
12/10/2025,wk inc flu hosp,10/1/2022,US,US,921,0.270793956
12/10/2025,wk inc flu hosp,10/8/2022,US,US,1306,0.383992298
12/10/2025,wk inc flu hosp,10/15/2022,US,US,1670,0.491016186
12/10/2025,wk inc flu hosp,10/22/2022,US,US,2270,0.667429186
12/10/2025,wk inc flu hosp,10/29/2022,US,US,4178,1.228422529
12/10/2025,wk inc flu hosp,11/5/2022,US,US,6397,1.88085661
12/10/2025,wk inc flu hosp,11/12/2022,US,US,8574,2.520941782
12/10/2025,wk inc flu hosp,11/19/2022,US,US,10931,3.213950853
12/10/2025,wk inc flu hosp,11/26/2022,US,US,18145,5.335023166
12/10/2025,wk inc flu hosp,12/3/2022,US,US,26812,7.883308963
12/10/2025,wk inc flu hosp,12/10/2022,US,US,23999,7.056226011
12/10/2025,wk inc flu hosp,12/17/2022,US,US,21566,6.340871292
12/10/2025,wk inc flu hosp,12/24/2022,US,US,19605,5.764294801
12/10/2025,wk inc flu hosp,12/31/2022,US,US,19455,5.720191551
12/10/2025,wk inc flu hosp,1/7/2023,US,US,14059,4.133650631
12/10/2025,wk inc flu hosp,1/14/2023,US,US,7178,2.110487533
12/10/2025,wk inc flu hosp,1/21/2023,US,US,4487,1.319275224
12/10/2025,wk inc flu hosp,1/28/2023,US,US,3091,0.908820976
12/10/2025,wk inc flu hosp,2/4/2023,US,US,2594,0.762692207
12/10/2025,wk inc flu hosp,2/11/2023,US,US,2175,0.639497128
12/10/2025,wk inc flu hosp,2/18/2023,US,US,1906,0.560405299
12/10/2025,wk inc flu hosp,2/25/2023,US,US,1647,0.484253687
12/10/2025,wk inc flu hosp,3/4/2023,US,US,1501,0.441326524
12/10/2025,wk inc flu hosp,3/11/2023,US,US,1371,0.403103707
12/10/2025,wk inc flu hosp,3/18/2023,US,US,1411,0.414864574
12/10/2025,wk inc flu hosp,3/25/2023,US,US,1329,0.390754797
12/10/2025,wk inc flu hosp,4/1/2023,US,US,1294,0.380464038
12/10/2025,wk inc flu hosp,4/8/2023,US,US,1198,0.352237958
12/10/2025,wk inc flu hosp,4/15/2023,US,US,1077,0.316661336
12/10/2025,wk inc flu hosp,4/22/2023,US,US,980,0.288141235
12/10/2025,wk inc flu hosp,4/29/2023,US,US,903,0.265501566
12/10/2025,wk inc flu hosp,5/6/2023,US,US,992,0.291669495
12/10/2025,wk inc flu hosp,5/13/2023,US,US,978,0.287553191
12/10/2025,wk inc flu hosp,5/20/2023,US,US,1116,0.328128181
12/10/2025,wk inc flu hosp,5/27/2023,US,US,973,0.286083083
12/10/2025,wk inc flu hosp,6/3/2023,US,US,939,0.276086346
12/10/2025,wk inc flu hosp,6/10/2023,US,US,935,0.27491026
12/10/2025,wk inc flu hosp,6/17/2023,US,US,873,0.256680916
12/10/2025,wk inc flu hosp,6/24/2023,US,US,813,0.239039616
12/10/2025,wk inc flu hosp,7/1/2023,US,US,836,0.245802114
12/10/2025,wk inc flu hosp,7/8/2023,US,US,699,0.205521146
12/10/2025,wk inc flu hosp,7/15/2023,US,US,736,0.216399948
12/10/2025,wk inc flu hosp,7/22/2023,US,US,645,0.189643976
12/10/2025,wk inc flu hosp,7/29/2023,US,US,768,0.225808641
12/10/2025,wk inc flu hosp,8/5/2023,US,US,687,0.201992886
12/10/2025,wk inc flu hosp,8/12/2023,US,US,703,0.206697233
12/10/2025,wk inc flu hosp,8/19/2023,US,US,738,0.216987991
12/10/2025,wk inc flu hosp,8/26/2023,US,US,792,0.232865161
12/10/2025,wk inc flu hosp,9/2/2023,US,US,875,0.25726896
12/10/2025,wk inc flu hosp,9/9/2023,US,US,803,0.236099399
12/10/2025,wk inc flu hosp,9/16/2023,US,US,821,0.241391789
12/10/2025,wk inc flu hosp,9/23/2023,US,US,880,0.258739068
12/10/2025,wk inc flu hosp,9/30/2023,US,US,1025,0.30137221
12/10/2025,wk inc flu hosp,10/7/2023,US,US,1108,0.325776008
12/10/2025,wk inc flu hosp,10/14/2023,US,US,1214,0.356942305
12/10/2025,wk inc flu hosp,10/21/2023,US,US,1465,0.430741744
12/10/2025,wk inc flu hosp,10/28/2023,US,US,1613,0.47425695
12/10/2025,wk inc flu hosp,11/4/2023,US,US,2011,0.591277574
12/10/2025,wk inc flu hosp,11/11/2023,US,US,2775,0.815910129
12/10/2025,wk inc flu hosp,11/18/2023,US,US,3491,1.026429643
12/10/2025,wk inc flu hosp,11/25/2023,US,US,4384,1.288990993
12/10/2025,wk inc flu hosp,12/2/2023,US,US,5947,1.74854686
12/10/2025,wk inc flu hosp,12/9/2023,US,US,7487,2.201340228
12/10/2025,wk inc flu hosp,12/16/2023,US,US,10268,3.019014487
12/10/2025,wk inc flu hosp,12/23/2023,US,US,15711,4.619374426
12/10/2025,wk inc flu hosp,12/30/2023,US,US,21670,6.371449546
12/10/2025,wk inc flu hosp,1/6/2024,US,US,19508,5.7357747
12/10/2025,wk inc flu hosp,1/13/2024,US,US,15889,4.671710283
12/10/2025,wk inc flu hosp,1/20/2024,US,US,13291,3.90784199
12/10/2025,wk inc flu hosp,1/27/2024,US,US,12984,3.817577337
12/10/2025,wk inc flu hosp,2/3/2024,US,US,11957,3.515617084
12/10/2025,wk inc flu hosp,2/10/2024,US,US,11626,3.418295912
12/10/2025,wk inc flu hosp,2/17/2024,US,US,11115,3.26805084
12/10/2025,wk inc flu hosp,2/24/2024,US,US,10856,3.191899228
12/10/2025,wk inc flu hosp,3/2/2024,US,US,10803,3.17631608
12/10/2025,wk inc flu hosp,3/9/2024,US,US,9411,2.767037918
12/10/2025,wk inc flu hosp,3/16/2024,US,US,7320,2.15223861
12/10/2025,wk inc flu hosp,3/23/2024,US,US,6046,1.777655005
12/10/2025,wk inc flu hosp,3/30/2024,US,US,5574,1.638876777
12/10/2025,wk inc flu hosp,4/6/2024,US,US,5068,1.490101813
12/10/2025,wk inc flu hosp,4/13/2024,US,US,4072,1.197256232
12/10/2025,wk inc flu hosp,4/20/2024,US,US,2942,0.865011747
12/10/2025,wk inc flu hosp,4/27/2024,US,US,2420,0.711532437
12/10/2025,wk inc flu hosp,5/4/2024,US,US,1485,0.436622177
12/10/2025,wk inc flu hosp,5/11/2024,US,US,852,0.250506461
12/10/2025,wk inc flu hosp,5/18/2024,US,US,681,0.200228756
12/10/2025,wk inc flu hosp,5/25/2024,US,US,610,0.179353217
12/10/2025,wk inc flu hosp,6/1/2024,US,US,590,0.173472784
12/10/2025,wk inc flu hosp,6/8/2024,US,US,511,0.150245072
12/10/2025,wk inc flu hosp,6/15/2024,US,US,517,0.152009202
12/10/2025,wk inc flu hosp,6/22/2024,US,US,441,0.129663556
12/10/2025,wk inc flu hosp,6/29/2024,US,US,356,0.104671714
12/10/2025,wk inc flu hosp,7/6/2024,US,US,341,0.100261389
12/10/2025,wk inc flu hosp,7/13/2024,US,US,367,0.107905952
12/10/2025,wk inc flu hosp,7/20/2024,US,US,324,0.09526302
12/10/2025,wk inc flu hosp,7/27/2024,US,US,273,0.080267915
12/10/2025,wk inc flu hosp,8/3/2024,US,US,275,0.080855959
12/10/2025,wk inc flu hosp,8/10/2024,US,US,275,0.080855959
12/10/2025,wk inc flu hosp,8/17/2024,US,US,273,0.080267915
12/10/2025,wk inc flu hosp,8/24/2024,US,US,274,0.080561937
12/10/2025,wk inc flu hosp,8/31/2024,US,US,259,0.076151612
12/10/2025,wk inc flu hosp,9/7/2024,US,US,223,0.065566832
12/10/2025,wk inc flu hosp,9/14/2024,US,US,319,0.093792912
12/10/2025,wk inc flu hosp,9/21/2024,US,US,293,0.086148349
12/10/2025,wk inc flu hosp,9/28/2024,US,US,223,0.065566832
12/10/2025,wk inc flu hosp,10/5/2024,US,US,286,0.084090197
12/10/2025,wk inc flu hosp,10/12/2024,US,US,295,0.086736392
12/10/2025,wk inc flu hosp,10/19/2024,US,US,556,0.163476047
12/10/2025,wk inc flu hosp,10/26/2024,US,US,1087,0.319601553
12/10/2025,wk inc flu hosp,11/2/2024,US,US,1009,0.296667863
12/10/2025,wk inc flu hosp,11/9/2024,US,US,2161,0.635380825
12/10/2025,wk inc flu hosp,11/16/2024,US,US,2608,0.76680851
12/10/2025,wk inc flu hosp,11/23/2024,US,US,3275,0.962920963
12/10/2025,wk inc flu hosp,11/30/2024,US,US,4435,1.303986098
12/10/2025,wk inc flu hosp,12/7/2024,US,US,6513,1.914963124
12/10/2025,wk inc flu hosp,12/14/2024,US,US,9587,2.818785731
12/10/2025,wk inc flu hosp,12/21/2024,US,US,16109,4.73639505
12/10/2025,wk inc flu hosp,12/28/2024,US,US,28633,8.41872242
12/10/2025,wk inc flu hosp,1/4/2025,US,US,39609,11.64590425
12/10/2025,wk inc flu hosp,1/11/2025,US,US,31790,9.346948826
12/10/2025,wk inc flu hosp,1/18/2025,US,US,33631,9.888242717
12/10/2025,wk inc flu hosp,1/25/2025,US,US,41363,12.16161825
12/10/2025,wk inc flu hosp,2/1/2025,US,US,52470,15.42731692
12/10/2025,wk inc flu hosp,2/8/2025,US,US,55483,16.31320421
12/10/2025,wk inc flu hosp,2/15/2025,US,US,47775,14.04688519
12/10/2025,wk inc flu hosp,2/22/2025,US,US,39275,11.54770101
